animal_id,farm_id,species,breed,age_years,weight_kg,sex,physiological_stage,health_status
95,FARM_001,sheep,Merino,7.678357190811057,80.308731722544,female,lactating,healthy
96,FARM_001,sheep,Texel,2.8807073741771516,51.109237101515085,female,dry,healthy
97,FARM_001,goat,Boer,2.8466634386262966,72.6554294085225,female,lactating,healthy
98,FARM_001,goat,Alpine,4.539735382825817,59.201838680739,male,pregnant,healthy
99,FARM_001,sheep,Suffolk,6.635312672635533,95.15755293383131,female,growing,recovering
100,FARM_001,sheep,Suffolk,5.456510251355978,77.74078042711128,male,pregnant,healthy
101,FARM_002,cattle,Holstein,8.052877114670288,558.617112928508,male,dry,healthy
102,FARM_002,cattle,Simmental,2.323661328361341,770.6350500645977,female,lactating,healthy
103,FARM_002,cattle,Jersey,6.5872511597988215,538.9653632901657,female,pregnant,healthy
104,FARM_002,goat,Boer,4.22358050028442,58.40476635934288,female,pregnant,healthy
105,FARM_002,cattle,Angus,8.868858443689753,606.0944219456844,female,dry,healthy
106,FARM_002,goat,Boer,5.930743821066695,53.80330511289547,female,lactating,healthy
107,FARM_002,sheep,Merino,4.7409645261276605,67.7995742135993,female,dry,healthy
108,FARM_002,sheep,Rambouillet,3.251079352760203,54.6145293114373,male,lactating,healthy
109,FARM_002,sheep,Dorper,7.446106803722692,53.05389799274319,female,growing,healthy
110,FARM_002,cattle,Angus,2.6606891742073957,483.7397293346841,male,growing,healthy
111,FARM_002,sheep,Texel,3.582395476988407,73.1267358066574,male,dry,healthy
112,FARM_002,goat,Boer,6.3712410261231955,60.467097684626644,male,growing,healthy
113,FARM_002,sheep,Dorper,3.7801468275285774,55.243458326624044,male,lactating,healthy
114,FARM_002,goat,Alpine,6.044259915267586,43.568173148482245,female,growing,healthy
115,FARM_002,cattle,Hereford,5.265729472875005,542.0417213117219,male,lactating,healthy
116,FARM_002,goat,Saanen,4.3464535957026245,63.46141738643036,female,pregnant,healthy
117,FARM_002,cattle,Hereford,6.8132551719844106,628.3113218675647,female,pregnant,recovering
118,FARM_002,cattle,Holstein,3.1350411256239505,440.7129890481615,female,dry,healthy
119,FARM_002,sheep,Dorper,1.615213371781007,90.29324433705717,female,pregnant,healthy
120,FARM_002,goat,Boer,1.1094548885701663,67.87845849465685,female,pregnant,healthy
121,FARM_002,goat,Nubian,1.0318000383856325,79.0026865178057,female,growing,healthy
122,FARM_002,sheep,Merino,6.029200895855875,76.75183660224553,female,pregnant,healthy
123,FARM_002,cattle,Jersey,3.913113127638193,570.1745754465667,male,growing,healthy
124,FARM_002,goat,Alpine,4.663720254649796,51.54522212961023,male,dry,healthy
125,FARM_002,cattle,Angus,6.344947878021089,547.6921926039585,female,dry,healthy
126,FARM_002,sheep,Texel,2.412113236311651,84.22857739399166,female,lactating,healthy
127,FARM_002,cattle,Holstein,2.050264577275132,589.2664804207569,female,pregnant,healthy
128,FARM_002,goat,Alpine,6.104364760098728,69.83898102194873,female,dry,minor_illness
129,FARM_002,goat,Alpine,2.2300108603194237,55.169143398552016,male,growing,healthy
130,FARM_002,cattle,Angus,8.15740580673901,480.6509280190978,female,pregnant,healthy
131,FARM_002,cattle,Angus,6.986774986265801,609.2261699076478,female,lactating,healthy
132,FARM_002,cattle,Jersey,8.349394955244193,575.6539634280873,female,growing,healthy
133,FARM_002,sheep,Merino,6.233265661233758,75.13601950462396,male,lactating,healthy
134,FARM_002,goat,Saanen,4.261317166683932,76.25888443858187,male,pregnant,healthy
135,FARM_002,sheep,Dorper,5.393956371499925,66.7452807328543,female,growing,healthy
136,FARM_002,cattle,Holstein,5.801149827786894,757.5570332203831,female,lactating,healthy
137,FARM_002,cattle,Simmental,3.236402258330192,697.5785170290708,female,growing,healthy
138,FARM_002,sheep,Rambouillet,7.137359457332246,67.10408743579538,female,lactating,healthy
139,FARM_002,cattle,Hereford,4.575585615043305,718.9181463118214,male,lactating,healthy
140,FARM_002,cattle,Jersey,1.1098276508624005,639.3770804820908,female,growing,healthy
141,FARM_002,goat,Toggenburg,5.96079296685447,78.36299178256111,female,dry,healthy
142,FARM_002,goat,Saanen,6.683700037670892,46.13405612464321,male,growing,healthy
143,FARM_002,cattle,Holstein,1.1629916543875645,748.8495635776605,female,growing,healthy
144,FARM_002,cattle,Simmental,7.3651477088205874,461.01561716570455,female,pregnant,healthy
145,FARM_002,sheep,Dorper,6.15510964937306,96.71835073845074,female,pregnant,healthy
146,FARM_002,sheep,Rambouillet,7.893888392736342,91.94490432229671,female,pregnant,minor_illness
147,FARM_002,goat,Boer,4.547652614469575,55.96010815480521,male,lactating,healthy
148,FARM_002,cattle,Simmental,6.433493785571251,445.7069200222751,female,lactating,healthy
149,FARM_002,sheep,Suffolk,4.259900856231692,74.04184890445367,male,lactating,healthy
150,FARM_002,goat,Nubian,6.4764967772747735,49.929057710286074,male,pregnant,healthy
151,FARM_002,cattle,Holstein,4.261545092049698,632.2353401112174,female,dry,healthy
152,FARM_002,cattle,Holstein,2.6023237018277627,784.428126987782,male,growing,healthy
153,FARM_002,goat,Toggenburg,2.1067772285131365,51.983836470659085,female,lactating,healthy
154,FARM_002,goat,Boer,5.798692132445616,53.97547996197332,female,lactating,healthy
155,FARM_002,cattle,Angus,1.5913777548551713,710.2110466780042,male,dry,healthy
156,FARM_002,cattle,Jersey,5.473107539391241,706.1425124264963,female,lactating,healthy
157,FARM_002,goat,Boer,3.2398558976785177,50.829786925742155,female,dry,healthy
158,FARM_002,goat,Nubian,6.038733156739424,74.67975040046093,female,lactating,healthy
159,FARM_002,goat,Boer,4.0330472746362025,63.80195918801682,male,pregnant,healthy
160,FARM_002,goat,Alpine,4.340329508700196,68.83252385242027,male,growing,recovering
161,FARM_002,sheep,Dorper,7.738545229884123,97.22048627886367,female,lactating,healthy
162,FARM_002,goat,Saanen,1.0780115410644162,43.42034123417872,male,lactating,healthy
163,FARM_002,cattle,Angus,6.247374048727229,568.5698202369992,female,lactating,healthy
164,FARM_002,goat,Saanen,5.950643988535958,54.52236848780362,male,growing,healthy
165,FARM_002,cattle,Holstein,4.92513876221785,517.786303816767,female,dry,healthy
166,FARM_002,cattle,Jersey,6.091989579699044,794.1469248966939,male,growing,healthy
167,FARM_002,sheep,Dorper,4.587203591173451,87.08434721143328,female,lactating,healthy
168,FARM_002,cattle,Angus,4.795335410979536,452.9104844501322,male,lactating,healthy
169,FARM_002,cattle,Angus,8.403254883205065,611.8646714620324,female,growing,healthy
170,FARM_002,sheep,Merino,3.8367366161938214,74.87324469899453,female,pregnant,healthy
171,FARM_002,sheep,Rambouillet,2.845786618442315,63.32491966854411,male,growing,healthy
172,FARM_002,cattle,Holstein,5.448464651244443,629.3177512717602,male,dry,healthy
173,FARM_002,sheep,Suffolk,3.9542524168548114,67.69356882806247,female,pregnant,healthy
174,FARM_002,cattle,Hereford,7.938873329819307,427.29988214163666,male,growing,healthy
175,FARM_002,cattle,Angus,3.6740954406085753,626.5618561187589,female,pregnant,healthy
176,FARM_002,sheep,Rambouillet,4.38628459352689,63.49556111960975,male,growing,healthy
177,FARM_002,goat,Alpine,3.978197483207418,63.87371395667557,female,lactating,healthy
178,FARM_002,cattle,Holstein,1.6762400356222789,691.2755024814413,male,lactating,healthy
179,FARM_002,sheep,Merino,2.7248142326737477,90.95511588371,male,growing,healthy
180,FARM_002,sheep,Suffolk,1.7216562220962142,65.72982784047055,male,pregnant,minor_illness
181,FARM_002,cattle,Jersey,7.215042092010766,608.5202669654277,female,dry,minor_illness
182,FARM_002,goat,Toggenburg,5.554215073233099,68.96413317092555,female,dry,recovering
183,FARM_002,sheep,Merino,5.526654433820144,84.65876057284623,male,lactating,healthy
184,FARM_002,sheep,Merino,2.2640274158913347,78.39726152763147,female,pregnant,healthy
185,FARM_002,cattle,Holstein,2.7333912500706736,446.11280849891375,male,pregnant,healthy
186,FARM_002,goat,Nubian,6.067296391210422,52.76401892973023,female,pregnant,healthy
187,FARM_002,goat,Boer,4.3640631640210845,59.24247535376345,male,lactating,healthy
188,FARM_002,sheep,Texel,5.00699431603426,90.19884897004488,female,lactating,healthy
189,FARM_002,cattle,Jersey,5.681512988908587,570.7268226619458,female,dry,healthy
190,FARM_002,goat,Saanen,6.942047880050662,40.009500943035384,male,lactating,healthy
191,FARM_002,goat,Boer,6.987604663200025,54.028472618068406,female,lactating,healthy
192,FARM_002,cattle,Hereford,6.64754916896533,749.4708456745354,male,lactating,healthy
193,FARM_002,cattle,Hereford,7.638240714300023,495.5108583073209,male,lactating,healthy
194,FARM_002,sheep,Suffolk,3.074156843191931,61.680387552495496,male,growing,healthy
195,FARM_002,sheep,Merino,1.766273190753806,69.5815070270178,female,growing,minor_illness
196,FARM_002,cattle,Simmental,3.330843864416323,635.4216915892981,male,growing,healthy
197,FARM_002,goat,Toggenburg,6.935109458880154,69.73411291574496,female,pregnant,healthy
198,FARM_002,cattle,Simmental,8.475782659755621,448.13550481399835,male,dry,healthy
199,FARM_002,cattle,Holstein,9.61543236684993,730.4822783175864,male,lactating,healthy
200,FARM_002,goat,Alpine,4.109562200058353,63.89096289721364,male,lactating,healthy
201,FARM_003,goat,Saanen,3.9471180452117594,79.85343103226897,male,growing,healthy
202,FARM_003,cattle,Simmental,5.832769806040722,637.1759739366812,female,lactating,healthy
203,FARM_003,cattle,Angus,3.4566343737068346,590.6707313321474,male,lactating,healthy
204,FARM_003,sheep,Merino,3.303359557589097,96.5794744159495,male,pregnant,healthy
205,FARM_003,goat,Boer,5.34052068213151,59.835029403150834,female,lactating,healthy
206,FARM_003,cattle,Hereford,1.6851777354127018,740.4827656195075,female,lactating,healthy
207,FARM_003,cattle,Angus,8.422128693326343,539.1236831608772,female,growing,healthy
208,FARM_003,cattle,Holstein,8.907669877196422,718.9704086427712,female,growing,healthy
209,FARM_003,goat,Alpine,3.0040532724714275,49.5476012520407,male,dry,healthy
210,FARM_003,goat,Nubian,1.9516306317584422,75.23483036795713,female,lactating,healthy
211,FARM_003,goat,Saanen,1.7732192048406712,53.40475417036568,female,pregnant,healthy
212,FARM_003,sheep,Rambouillet,4.552274136325853,50.31929358584168,female,lactating,healthy
213,FARM_003,cattle,Holstein,6.686321743150016,503.9214324256639,female,growing,healthy
214,FARM_003,goat,Boer,5.566167415012168,61.65066314704441,female,dry,healthy
215,FARM_003,goat,Toggenburg,1.6150583679440755,77.48913948945804,female,growing,healthy
216,FARM_003,goat,Alpine,5.625905755192813,68.34288018410518,female,lactating,healthy
217,FARM_003,goat,Saanen,6.229220836914258,78.93955876709587,male,growing,healthy
218,FARM_003,goat,Nubian,5.549579175574135,40.98347665835206,male,lactating,healthy
219,FARM_003,goat,Boer,2.5150524981302933,40.041179193825336,female,dry,healthy
220,FARM_003,cattle,Angus,5.062483218967079,465.44952847666764,male,lactating,healthy
221,FARM_003,sheep,Texel,5.5815784999679465,63.662976349910466,male,dry,healthy
222,FARM_003,cattle,Simmental,9.185720598530365,742.9440368369994,female,dry,healthy
223,FARM_003,cattle,Angus,3.807567914456174,528.297096175251,female,pregnant,healthy
224,FARM_003,goat,Alpine,4.91000095225531,54.74105374895045,male,growing,healthy
225,FARM_003,sheep,Merino,7.080362175689276,88.82984263958708,male,pregnant,healthy
226,FARM_003,goat,Boer,5.780786967184165,51.766718933739114,female,growing,minor_illness
227,FARM_003,sheep,Merino,1.008622846164981,79.91636325612134,female,growing,healthy
228,FARM_003,cattle,Holstein,2.4474292217037106,660.6077867209059,male,lactating,healthy
229,FARM_003,goat,Toggenburg,1.8974838560053946,58.5839438654324,female,growing,healthy
230,FARM_003,goat,Boer,5.169891316759255,74.40489588756819,female,lactating,healthy
231,FARM_003,sheep,Dorper,1.734511248927224,62.10225079312637,male,dry,healthy
232,FARM_003,sheep,Texel,5.917254793808728,77.98243417434571,female,dry,healthy
233,FARM_003,sheep,Merino,1.6150654940138334,67.53134656045904,male,lactating,healthy
234,FARM_003,sheep,Suffolk,7.8422647042035,60.042954493114706,female,dry,healthy
235,FARM_003,sheep,Texel,1.7319748823408019,81.82151247718184,male,pregnant,healthy
236,FARM_003,sheep,Merino,1.3637989855603068,77.06481676505352,female,growing,healthy
237,FARM_003,sheep,Texel,6.612096581488543,66.97250962714031,male,pregnant,healthy
238,FARM_003,sheep,Suffolk,6.486827873932033,74.04519157244924,male,lactating,healthy
239,FARM_003,sheep,Dorper,6.073785919118408,79.66393241550894,female,lactating,healthy
240,FARM_003,goat,Saanen,2.974104626887973,58.8073037078666,male,growing,healthy
241,FARM_003,cattle,Angus,2.455052897321224,408.34445571661524,male,dry,healthy
242,FARM_003,cattle,Angus,6.852931177122432,479.816980371658,male,lactating,healthy
243,FARM_003,goat,Alpine,6.042714437661601,46.967733463130145,male,pregnant,healthy
244,FARM_003,cattle,Hereford,7.618152687991774,707.089555226712,female,growing,healthy
245,FARM_003,goat,Alpine,3.6316925151375425,69.01030641660546,female,growing,healthy
246,FARM_003,sheep,Texel,3.952046488114188,63.841389861752575,male,dry,minor_illness
247,FARM_003,goat,Toggenburg,3.794876842121491,73.43992255124837,male,pregnant,healthy
248,FARM_003,sheep,Suffolk,2.6628032744671435,98.56975470208198,male,lactating,healthy
249,FARM_003,cattle,Holstein,3.2250796696285935,748.2999605090046,male,dry,healthy
250,FARM_003,cattle,Hereford,6.3365576629143465,465.4095490340091,male,lactating,minor_illness
251,FARM_003,sheep,Dorper,5.597156651789046,66.25950321123474,female,growing,healthy
252,FARM_003,cattle,Angus,8.953387026946773,576.8097495131431,female,dry,healthy
253,FARM_003,sheep,Merino,4.016212665632642,62.435713629381496,male,growing,healthy
254,FARM_003,sheep,Texel,3.6555101294569665,80.27690788224415,male,lactating,healthy
255,FARM_003,cattle,Holstein,7.348470347009832,578.5474586050342,male,pregnant,healthy
256,FARM_003,goat,Toggenburg,1.205126595634949,79.46771921428646,male,pregnant,healthy
257,FARM_003,sheep,Rambouillet,5.480020767858396,61.235058848634,male,lactating,healthy
258,FARM_003,cattle,Holstein,6.262036303983298,675.2831463466382,female,lactating,healthy
259,FARM_003,goat,Boer,1.1042787411128778,52.92522628281114,male,lactating,healthy
260,FARM_003,goat,Boer,3.933079481541521,66.67457030184417,female,pregnant,healthy
261,FARM_003,cattle,Hereford,7.342126864629821,480.74138084917934,male,growing,minor_illness
262,FARM_003,cattle,Simmental,4.993751973741141,747.2569017510021,female,pregnant,healthy
263,FARM_003,goat,Saanen,3.2457806028387557,40.70063963448249,female,lactating,healthy
264,FARM_003,goat,Alpine,1.1823223581810212,77.23794782027912,female,growing,healthy
265,FARM_003,goat,Toggenburg,5.001829101945444,63.08740946846993,female,growing,healthy
266,FARM_003,sheep,Merino,7.065070672693518,99.66684686793143,male,lactating,healthy
267,FARM_003,goat,Alpine,1.6546577905944984,66.02046591166862,female,dry,minor_illness
268,FARM_003,goat,Saanen,5.573710808659694,71.91254595434538,male,lactating,healthy
269,FARM_003,sheep,Merino,3.2986685951955677,81.51043741645721,female,pregnant,healthy
270,FARM_003,goat,Nubian,4.29099832990886,63.85941899941686,female,lactating,healthy
271,FARM_003,sheep,Suffolk,5.109431953908056,58.42221925713598,female,dry,healthy
272,FARM_003,cattle,Angus,5.881272984817645,780.5914238663964,female,dry,minor_illness
273,FARM_003,cattle,Jersey,1.980265076620583,459.59674238807787,female,lactating,healthy
274,FARM_003,goat,Boer,5.58929956925277,72.51942954864374,female,growing,minor_illness
275,FARM_003,cattle,Simmental,2.7620018711519148,403.02514999125685,male,lactating,healthy
276,FARM_003,cattle,Hereford,9.34331090316676,424.10695611582435,male,lactating,healthy
277,FARM_003,sheep,Rambouillet,5.321462301890819,76.15423622908924,female,pregnant,minor_illness
278,FARM_003,goat,Saanen,4.662002699865511,68.64602696892774,male,lactating,healthy
279,FARM_003,cattle,Angus,2.1090038875494943,743.7663173122357,male,lactating,healthy
280,FARM_003,goat,Alpine,4.403873317773421,50.26251134805455,female,growing,healthy
281,FARM_003,goat,Alpine,3.241058098230326,61.05996776615124,male,pregnant,healthy
282,FARM_003,sheep,Rambouillet,7.189445243438855,61.40398859744663,male,pregnant,healthy
283,FARM_003,sheep,Merino,6.879029120067043,95.00115616990055,female,lactating,healthy
284,FARM_003,cattle,Hereford,3.4732543199332246,729.0457274054713,female,pregnant,healthy
285,FARM_003,sheep,Dorper,5.367015272736011,72.58838393686145,female,lactating,healthy
286,FARM_003,goat,Nubian,6.176782465259372,48.669592003631024,male,dry,healthy
287,FARM_003,goat,Boer,4.642564216532684,61.8678965085628,female,lactating,healthy
288,FARM_003,cattle,Holstein,5.470901729732525,795.1142080859549,male,pregnant,healthy
289,FARM_003,goat,Saanen,3.5691976895536888,68.70391062632706,male,pregnant,recovering
290,FARM_003,sheep,Dorper,5.222535871493606,66.86135663777102,female,pregnant,healthy
291,FARM_003,cattle,Holstein,6.36175655370061,560.4751656155931,male,pregnant,healthy
292,FARM_003,goat,Nubian,3.654459618884017,73.27452453005688,female,lactating,healthy
293,FARM_003,cattle,Jersey,7.1211873799310625,492.33167566160483,female,pregnant,healthy
294,FARM_003,sheep,Texel,5.63287432894565,77.88917086850125,female,pregnant,healthy
295,FARM_003,sheep,Texel,1.6213717587543792,98.08328679774067,male,pregnant,healthy
296,FARM_003,goat,Saanen,1.5800586978803177,58.014837450327406,female,growing,healthy
297,FARM_003,goat,Toggenburg,1.718974012105878,78.96658514512063,female,lactating,healthy
298,FARM_003,cattle,Holstein,7.044025992517335,437.17165775175596,female,dry,healthy
299,FARM_003,cattle,Simmental,8.434608672272756,712.8112350681544,female,lactating,healthy
300,FARM_003,cattle,Jersey,4.075070517072287,552.3638102043949,female,pregnant,healthy
301,FARM_004,cattle,Angus,8.427574974096071,511.8814153885917,female,growing,healthy
302,FARM_004,sheep,Dorper,6.503931697299661,78.72936911588833,female,lactating,healthy
303,FARM_004,goat,Alpine,1.6981983873128565,72.69798833964767,male,dry,healthy
304,FARM_004,sheep,Dorper,6.53021305414943,65.23395695490204,male,pregnant,healthy
305,FARM_004,sheep,Dorper,5.864657622317232,67.30498632688928,female,dry,healthy
306,FARM_004,cattle,Jersey,2.192722054676636,744.805792909049,female,pregnant,healthy
307,FARM_004,sheep,Rambouillet,3.222720135137159,97.63987638006472,female,lactating,healthy
308,FARM_004,sheep,Rambouillet,1.1806833486464088,56.758314457741136,female,lactating,healthy
309,FARM_004,cattle,Hereford,4.955605197696191,442.2658737046976,female,growing,healthy
310,FARM_004,sheep,Suffolk,5.551407646787074,57.601242656432404,male,lactating,healthy
311,FARM_004,sheep,Merino,1.4071465685383306,99.74331585848836,male,pregnant,healthy
312,FARM_004,cattle,Angus,2.5359828269499856,429.85192573483266,female,dry,healthy
313,FARM_004,goat,Nubian,4.708310045723116,65.32758504053857,female,lactating,healthy
314,FARM_004,cattle,Hereford,6.901513053054907,739.2063540997606,female,pregnant,healthy
315,FARM_004,goat,Toggenburg,3.125417442668647,61.020184878745596,female,dry,healthy
316,FARM_004,cattle,Simmental,1.099281379857825,566.4615992719046,male,lactating,healthy
317,FARM_004,goat,Toggenburg,5.56173893873281,45.48438822915996,male,lactating,healthy
318,FARM_004,cattle,Jersey,3.1708131183958734,790.3495019640216,female,lactating,minor_illness
319,FARM_004,cattle,Angus,3.392660229888821,658.4360493850032,male,growing,healthy
320,FARM_004,cattle,Jersey,2.1447978641870464,745.864156856167,female,growing,healthy
321,FARM_004,goat,Alpine,4.684487867108416,74.38260926587783,female,lactating,minor_illness
322,FARM_004,cattle,Holstein,1.9193457669178429,663.4768584829774,male,lactating,healthy
323,FARM_004,cattle,Holstein,8.567844214833304,415.37053958493,female,growing,healthy
324,FARM_004,goat,Saanen,3.318093459089893,58.004977296790386,male,pregnant,healthy
